1.99993,1.98953,1.98955,1.98959,1.98963,1.98967,1.98971,1.98975,1.98979,1.98983,1.98987,1.9899,1.98994,1.98997,1.99,1.99003,1.99007,1.99009,1.99012,1.99015,1.99018,1.9902,1.99022,1.99025,1.99027,1.99029,1.9903,1.99032,1.99034,1.99035,1.99037,1.99038,1.99039,1.9904,1.99041,1.99042,1.99042,1.99043,1.99043,1.99044,1.99044,1.99044,1.99044,1.99044,1.99043,1.99043,1.99042,1.99042,1.99041,1.9904,1.99039,1.99038,1.99037,1.99035,1.99034,1.99032,1.9903,1.99028,1.99026,1.99024,1.99022,1.9902,1.99017,1.99015,1.99012,1.99009,1.99006,1.99003,1.99,1.98996,1.98992,1.98989,1.98984,1.9898,1.98974,1.98968,1.98958,1.98939,1.98886,1.99417,1.99994,
0.0118225,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0030703,0.00533813,0.00692466,0.00823328,0.00938065,0.0104197,0.0113797,0.0122784,0.0131276,0.0139355,0.0147076,0.015448,0.0161594,0.0168435,0.0175016,0.0181339,0.0187404,0.0193205,0.0198732,0.0203972,0.0208909,0.0213523,0.0217793,0.0221696,0.022521,0.0228311,0.0230977,0.0233189,0.0234931,0.0236193,0.0236969,0.0237261,0.0237083,0.0236453,0.0235405,0.0233974,0.0232816,0.0192377,0.0120024,
0.0116218,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00311996,0.0053999,0.00699861,0.00831848,0.00947657,0.0105262,0.0114967,0.0124061,0.0132665,0.0140859,0.01487,0.0156229,0.0163473,0.017045,0.0177169,0.0183635,0.0189845,0.0195791,0.0201461,0.0206839,0.0211905,0.0216635,0.0221004,0.0224984,0.0228546,0.023166,0.0234298,0.0236434,0.0238045,0.0239113,0.0239628,0.0239587,0.0239,0.0237884,0.0236272,0.0234201,0.0232341,0.0191542,0.0119552,
0.0114262,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00317307,0.00546333,0.00707358,0.00840438,0.00957309,0.0106333,0.0116145,0.0125351,0.0134071,0.0142387,0.0150358,0.0158022,0.016541,0.0172537,0.0179415,0.0186044,0.0192422,0.0198539,0.020438,0.0209927,0.0215155,0.0220038,0.0224543,0.0228637,0.0232284,0.0235447,0.023809,0.0240178,0.024168,0.0242571,0.0242831,0.0242454,0.0241441,0.0239808,0.0237588,0.0234819,0.0232184,0.0190949,0.0119378,
0.0112374,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00322939,0.00552791,0.00714888,0.00849016,0.00966924,0.0107399,0.0117321,0.0126641,0.0135482,0.0143927,0.0152034,0.0159846,0.0167391,0.0174685,0.0181739,0.0188554,0.0195125,0.0201441,0.0207486,0.0213236,0.0218665,0.022374,0.0228423,0.0232675,0.0236452,0.0239708,0.0242398,0.0244476,0.0245902,0.0246638,0.0246658,0.0245944,0.0244492,0.0242313,0.0239437,0.0235905,0.0232415,0.0190658,0.0119564,
0.0110574,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0032886,0.00559307,0.00722372,0.00857485,0.00976393,0.010845,0.011848,0.0127916,0.0136881,0.014546,0.0153714,0.0161683,0.0169398,0.0176876,0.0184126,0.0191149,0.019794,0.0204487,0.0210769,0.0216762,0.0222434,0.0227747,0.0232659,0.0237122,0.0241082,0.0244484,0.0247272,0.0249389,0.0250779,0.0251395,0.0251196,0.0250154,0.0248254,0.0245501,0.0241921,0.0237554,0.0233119,0.019074,0.0120189,
0.0108884,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00335036,0.00565817,0.00729722,0.00865738,0.00985587,0.0109469,0.0119606,0.0129158,0.013825,0.0146969,0.0155376,0.0163513,0.0171411,0.0179088,0.0186554,0.019381,0.020085,0.0207659,0.0214217,0.0220495,0.0226458,0.0232063,0.023726,0.0241993,0.02462,0.0249814,0.0252764,0.0254979,0.025639,0.0256932,0.0256547,0.0255193,0.0252842,0.024949,0.0245155,0.0239878,0.0234396,0.0191284,0.0121348,
0.0107333,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00341429,0.00572246,0.0073684,0.00873652,0.00994368,0.0110441,0.0120682,0.013035,0.013957,0.0148431,0.0156997,0.0165311,0.0173404,0.0181297,0.0188999,0.0196512,0.020383,0.0210937,0.0217811,0.0224421,0.0230727,0.0236682,0.024223,0.0247304,0.0251832,0.0255734,0.0258925,0.0261316,0.0262819,0.0263347,0.0262825,0.0261188,0.0258394,0.0254421,0.024928,0.0243009,0.0236368,0.0192399,0.0123163,
0.010596,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00347994,0.00578516,0.00743615,0.00881094,0.0100258,0.0111349,0.0121689,0.0131468,0.0140816,0.0149822,0.0158551,0.0167049,0.0175349,0.0183472,0.019143,0.0199224,0.0206849,0.021429,0.0221523,0.0228515,0.0235223,0.0241594,0.0247565,0.0253061,0.0257998,0.0262282,0.0265809,0.026847,0.0270155,0.0270752,0.0270159,0.0268287,0.0265067,0.0260461,0.0254465,0.0247108,0.023918,0.0194222,0.0125786,
0.0104811,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00354684,0.00584538,0.00749929,0.00887918,0.0101005,0.0112173,0.0122604,0.0132491,0.0141963,0.0151113,0.0160008,0.0168696,0.0177212,0.0185579,0.019381,0.0201909,0.0209872,0.0217683,0.0225319,0.0232746,0.0239918,0.0246777,0.0253254,0.0259264,0.0264711,0.0269486,0.0273464,0.0276513,0.0278495,0.0279269,0.0278698,0.0276659,0.0273052,0.0267811,0.0260911,0.0252371,0.024301,0.0196925,0.0129411,
0.0103948,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00361451,0.00590221,0.00755653,0.00893965,0.0101659,0.0112892,0.0123404,0.013339,0.0142981,0.0152272,0.0161333,0.0170214,0.0178953,0.0187575,0.0196095,0.0204522,0.0212851,0.0221069,0.0229154,0.0237071,0.0244772,0.0252198,0.0259271,0.02659,0.0271974,0.0277368,0.0281935,0.0285517,0.0287942,0.0289031,0.0288606,0.02865,0.028257,0.0276709,0.0268865,0.0259036,0.0248076,0.0200726,0.013429,
0.0103452,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0036824,0.00595464,0.0076065,0.00899065,0.01022,0.0113483,0.0124064,0.0134138,0.0143839,0.0153266,0.0162489,0.0171563,0.0180528,0.0189413,0.0198237,0.020701,0.0215732,0.0224392,0.023297,0.0241433,0.0249734,0.0257809,0.0265578,0.027294,0.0279775,0.0285937,0.0291258,0.0295549,0.0298599,0.0300183,0.0300072,0.029804,0.0293886,0.0287449,0.027863,0.02674,0.0254648,0.0205908,0.0140748,
0.0103432,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00374998,0.00600162,0.00764776,0.00903039,0.0102608,0.0113922,0.0124555,0.0134703,0.0144504,0.0154056,0.0163435,0.0172698,0.0181889,0.0191041,0.0200178,0.0209312,0.021845,0.0227584,0.0236699,0.0245763,0.0254732,0.0263544,0.0272114,0.0280337,0.0288081,0.0295183,0.0301453,0.0306665,0.0310567,0.0312878,0.0313303,0.0311543,0.0307317,0.0300387,0.0290587,0.027784,0.0263069,0.0212841,0.0149217,
0.0104036,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00381668,0.00604207,0.00767877,0.00905697,0.0102858,0.0114182,0.0124847,0.0135053,0.0144937,0.0154602,0.0164125,0.0173569,0.0182982,0.01924,0.0201852,0.0211359,0.022093,0.0230565,0.0240254,0.0249973,0.0259679,0.0269315,0.0278797,0.0288017,0.0296834,0.0305072,0.0312515,0.0318904,0.0323936,0.0327269,0.0328525,0.0327312,0.0323241,0.0315964,0.0305215,0.0290839,0.0273784,0.022202,0.0160274,
0.010547,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00388195,0.00607487,0.00769799,0.00906842,0.0102929,0.0114237,0.0124911,0.0135152,0.01451,0.0154859,0.0164512,0.0174123,0.0183745,0.0193422,0.0203188,0.021307,0.0223085,0.0233242,0.0243537,0.0253955,0.0264463,0.0275008,0.0285514,0.0295872,0.0305939,0.0315529,0.0324404,0.0332271,0.0338776,0.0343503,0.0345979,0.034569,0.0342106,0.0334724,0.0323126,0.030703,0.0287379,0.0234125,0.0174706,
0.0108029,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00394521,0.00609889,0.00770379,0.00906273,0.0102796,0.0114058,0.0124714,0.0134965,0.0144952,0.0154782,0.0164542,0.01743,0.0184116,0.0194037,0.0204107,0.0214358,0.0224819,0.0235506,0.0246429,0.0257583,0.0268947,0.0280481,0.0292117,0.0303756,0.0315259,0.0326435,0.0337032,0.0346727,0.0355115,0.0361701,0.0365902,0.0367054,0.036444,0.0357341,0.034511,0.0327257,0.0304657,0.0250108,0.01936,
0.0112146,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00400592,0.00611301,0.00769457,0.00903783,0.0102435,0.0113617,0.0124223,0.0134453,0.014445,0.0154323,0.0164163,0.0174042,0.0184025,0.0194168,0.020452,0.0215125,0.0226021,0.0237237,0.0248796,0.0260708,0.0272969,0.0285556,0.0298419,0.0311476,0.03246,0.0337607,0.0350242,0.0362161,0.0372916,0.0381933,0.0388507,0.0391797,0.0390848,0.0384642,0.0372192,0.0352667,0.0326738,0.0271346,0.0218496,
0.011847,-nan,0.0062758,0.0100566,0.0116446,0.0112747,0.00868555,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00406355,0.00611612,0.0076687,0.00899166,0.0101819,0.0112884,0.0123404,0.0133578,0.014355,0.0153432,0.0163317,0.0173282,0.01834,0.0193731,0.0204335,0.0215265,0.0226571,0.0238298,0.0250483,0.0263156,0.0276335,0.029002,0.0304187,0.0318781,0.0333699,0.0348781,0.0363783,0.0378361,0.0392037,0.0404172,0.0413937,0.0420294,0.0421994,0.0417621,0.0405694,0.0384828,0.0355234,0.0299886,0.0251618,
0.0128018,0.00862557,0.0138162,0.0177344,0.0194746,0.0190784,0.0166304,0.0119088,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00411762,0.00610716,0.0076246,0.00892216,0.0100925,0.011183,0.0122223,0.0132301,0.0142208,0.0152057,0.0161946,0.0171957,0.0182165,0.0192642,0.0203454,0.0214666,0.0226341,0.023854,0.025132,0.0264733,0.0278823,0.0293621,0.0309138,0.0325356,0.0342216,0.0359595,0.037729,0.039498,0.0412189,0.042824,0.0442199,0.0452828,0.0458545,0.0457426,0.0447293,0.0425896,0.0392509,0.0338857,0.0296262,
0.0142436,0.0145747,0.021306,0.0261647,0.0280837,0.0272724,0.0241152,0.018865,0.0108024,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00416767,0.00608511,0.00756071,0.00882729,0.0099727,0.0110425,0.0120645,0.0130582,0.0140377,0.0150148,0.0159992,0.0169997,0.0180244,0.019081,0.0201773,0.0213209,0.0225193,0.0237805,0.0251123,0.0265225,0.0280184,0.029607,0.0312938,0.0330821,0.0349719,0.0369574,0.0390251,0.0411492,0.043287,0.0453721,0.0473058,0.0489478,0.0501056,0.0505277,0.0499039,0.0478791,0.0442055,0.0393188,0.0357434,
0.0164524,0.0211982,0.0306043,0.0367509,0.0386004,0.0367901,0.0321868,0.0254721,0.0165771,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00421332,0.00604906,0.00747557,0.00870508,0.00982007,0.010864,0.0118637,0.0128381,0.0138014,0.0147652,0.0157395,0.0167334,0.0177557,0.0188146,0.0199188,0.0210771,0.0222984,0.0235925,0.0249694,0.0264396,0.0280142,0.0297041,0.0315203,0.0334725,0.0355684,0.0378114,0.0401983,0.0427149,0.0453298,0.0479862,0.0505896,0.0529926,0.0549757,0.0562268,0.0563243,0.0547327,0.0508996,0.0470828,0.0442926,
0.0199309,0.0298661,0.0433422,0.0509703,0.0520681,0.0482216,0.0411316,0.0320173,0.0211339,0.000490898,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.000712127,0.00425424,0.00599817,0.00736777,0.00855362,0.00963222,0.0106446,0.0116164,0.012566,0.0135072,0.0144517,0.0154095,0.0163901,0.0174025,0.0184558,0.0195593,0.0207228,0.0219568,0.0232726,0.0246826,0.0262002,0.0278401,0.0296179,0.0315506,0.0336553,0.0359491,0.0384475,0.0411616,0.0440943,0.0472342,0.0505453,0.0539524,0.0573194,0.0604194,0.0628946,0.0642106,0.0636101,0.0600548,0.0584816,0.0565073,
0.0256426,0.0424639,0.0620814,0.0709503,0.0696845,0.0619476,0.0508275,0.0381671,0.0242966,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0013724,0.00429019,0.00593176,0.00723604,0.00837107,0.00940679,0.0103814,0.0113193,0.0122378,0.0131507,0.0140691,0.0150034,0.0159629,0.0169571,0.0179955,0.0190881,0.0202456,0.0214797,0.0228033,0.024231,0.025779,0.0274654,0.0293108,0.0313384,0.0335735,0.036044,0.0387793,0.0418088,0.0451587,0.0488464,0.0528713,0.0571979,0.0617303,0.0662709,0.0704591,0.0736843,0.0749733,0.0725927,0.0756552,0.0743414,
0.0355917,0.0625346,0.0915288,0.0999154,0.0926515,0.0778361,0.060518,0.0429533,0.0249619,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00183153,0.00432101,0.00584927,0.00707919,0.00815565,0.00914144,0.0100716,0.0109689,0.0118497,0.0127272,0.0136123,0.014515,0.0154449,0.0164114,0.0174245,0.0184945,0.019633,0.0208524,0.0221673,0.0235937,0.0251504,0.026859,0.0287444,0.0308358,0.0331669,0.0357768,0.0387101,0.042017,0.0457519,0.0499701,0.054721,0.0600333,0.0658891,0.0721771,0.0786124,0.0846071,0.0890812,0.0894319,0.101984,0.100762,
0.0544128,0.097769,0.141201,0.14231,0.121297,0.0944526,0.0683017,0.0444261,0.0204134,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00221689,0.00434663,0.00575028,0.00689615,0.00790563,0.0088338,0.00971218,0.0105616,0.0113974,0.0122319,0.0130755,0.0139381,0.0148289,0.0157574,0.0167336,0.017768,0.0188726,0.0200606,0.0213472,0.0227501,0.0242897,0.0259902,0.0278805,0.0299949,0.0323745,0.0350688,0.0381374,0.0416516,0.0456965,0.050371,0.0557864,0.062059,0.069291,0.0775282,0.0866761,0.0963411,0.105594,0.110871,0.142117,0.139612,
0.0945849,0.167574,0.231965,0.201182,0.152484,0.107602,0.0703147,0.0387415,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00256053,0.00436708,0.00563458,0.00668595,0.00761927,0.00848139,0.00929996,0.0100936,0.0108764,0.0116595,0.012453,0.0132659,0.0141073,0.0149864,0.0159129,0.0168973,0.0179517,0.0190894,0.020326,0.0216798,0.0231723,0.0248295,0.0266826,0.0287695,0.031137,0.0338428,0.0369587,0.040575,0.0448046,0.0497899,0.0557084,0.062778,0.0712546,0.0814122,0.0934792,0.107483,0.123031,0.135523,0.19971,0.193246,
0.199381,0.333641,0.411807,0.261295,0.175078,0.108282,0.0591047,0.0100166,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00287586,0.00438251,0.00550211,0.0064477,0.0072947,0.00808141,0.00883122,0.00956035,0.0102811,0.0110038,0.0117373,0.0124903,0.013271,0.0140882,0.0149511,0.0158699,0.0168561,0.0179228,0.0190853,0.0203618,0.0217738,0.0233476,0.0251151,0.0271158,0.029399,0.0320268,0.0350785,0.0386563,0.0428936,0.0479662,0.0541081,0.0616325,0.0709566,0.0826246,0.0973043,0.115692,0.138352,0.159769,0.26844,0.254076,
0.177626,0.404599,0.732646,0.291475,0.197194,0.102328,0.0363246,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.000790807,0.00321644,0.0044821,0.00547225,0.00632507,0.00709716,0.00781921,0.0085108,0.00918589,0.00985539,0.0105285,0.0112134,0.0119182,0.0126506,0.0134189,0.0142321,0.0151,0.0160339,0.0170468,0.0181539,0.0193733,0.0207271,0.0222421,0.0239512,0.0258961,0.028129,0.0307172,0.0337484,0.0373383,0.0416426,0.0468749,0.0533341,0.0614481,0.0718427,0.0854454,0.103629,0.128337,0.162009,0.200494,0.366218,0.340484,
0.00154557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185403,
